season,team1,team2,team1_resolved,team2_resolved,actual_result,team1_prob,predicted_result,predicted_winner,actual_margin,projected_margin,margin_abs_error
2007,Virginia Tech,Illinois,Virginia Tech,Illinois,1,0.5437409219975469,1,Virginia Tech,2,2.506527354873733,0.5065273548737328
2007,Illinois,Virginia Tech,Illinois,Virginia Tech,0,0.43979582678380347,0,Virginia Tech,-2,-1.261610003352491,0.7383899966475089
2007,Winthrop,Notre Dame,Winthrop,Notre Dame,1,0.42710204761419096,0,Notre Dame,10,0.01678301768309113,9.98321698231691
2007,Notre Dame,Winthrop,Notre Dame,Winthrop,0,0.5569060849974153,1,Notre Dame,-10,-1.5546199061536377,8.445380093846362
2007,Wisconsin,TAM C. Christi,Wisconsin,Texas A&M-Corpus Christi,1,0.6306361208227539,1,Wisconsin,13,4.716713661326283,8.283286338673717
2007,TAM C. Christi,Wisconsin,Texas A&M-Corpus Christi,Wisconsin,0,0.3437013593679112,0,Wisconsin,-13,0.6103098118797023,13.610309811879702
2007,Butler,Maryland,Butler,Maryland,1,0.5065804688491095,1,Butler,3,1.4786159143467963,1.5213840856532037
2007,Maryland,Butler,Maryland,Butler,0,0.4719067287242999,0,Butler,-3,-1.0065976229668887,1.9934023770331113
2007,Georgetown,Boston College,Georgetown,Boston University,1,0.5435451637128048,1,Georgetown,7,2.169538444309,4.830461555691
2007,Boston College,Georgetown,Boston University,Georgetown,0,0.3591984898727709,0,Georgetown,-7,-3.7204440919890525,3.2795559080109475
2007,North Carolina,Michigan St,North Carolina,Michigan State,1,0.5819563262717188,1,North Carolina,14,-0.6404685668925434,14.640468566892544
2007,Michigan St,North Carolina,Michigan State,North Carolina,0,0.358975619406322,0,North Carolina,-14,-6.795113932193744,7.204886067806256
2007,Ohio St,Xavier,Ohio State,Xavier,1,0.5951466280282491,1,Ohio St,7,2.213917086917245,4.786082913082755
2007,Xavier,Ohio St,Xavier,Ohio State,0,0.3833597372626452,0,Ohio St,-7,-1.50103726395765,5.49896273604235
2007,Pittsburgh,VCU,Pittsburgh,VCU,1,0.5682926334552034,1,Pittsburgh,5,1.9299936186147844,3.0700063813852156
2007,VCU,Pittsburgh,VCU,Pittsburgh,0,0.4019602888690667,0,Pittsburgh,-5,-2.4079599969720866,2.5920400030279134
2007,Texas A&M,Louisville,Texas A&M,Louisville,1,0.5552540713146084,1,Texas A&M,3,0.6106200241760991,2.3893799758239007
2007,Louisville,Texas A&M,Louisville,Texas A&M,0,0.42473971338184785,0,Texas A&M,-3,-2.598272048112943,0.4017279518870569
2007,UCLA,Indiana,UCLA,Indiana,1,0.5493839047787679,1,UCLA,5,0.8334713905769584,4.166528609423041
2007,Indiana,UCLA,Indiana,UCLA,0,0.4457272685610863,0,UCLA,-5,-0.5548797284057055,4.445120271594295
2007,Vanderbilt,Washington St,Vanderbilt,Washington State,1,0.4921625382711178,0,Washington St,4,0.5103745341808957,3.4896254658191044
2007,Washington St,Vanderbilt,Washington State,Vanderbilt,0,0.5371620087272889,1,Washington St,-4,0.08913358633631896,4.0891335863363185
2007,Florida,Purdue,Florida,Purdue,1,0.6087234487631074,1,Florida,7,3.187518488194609,3.812481511805391
2007,Purdue,Florida,Purdue,Florida,0,0.3625834389527865,0,Florida,-7,-2.533520993964072,4.466479006035928
2007,Kansas,Kentucky,Kansas,Kentucky,1,0.5267365610851618,1,Kansas,12,0.5701843677376276,11.429815632262372
2007,Kentucky,Kansas,Kentucky,Kansas,0,0.4385175831023397,0,Kansas,-12,-1.1853298256540037,10.814670174345997
2007,Memphis,Nevada,Memphis,Nevada,1,0.5362327983463571,1,Memphis,16,1.2733932842125741,14.726606715787426
2007,Nevada,Memphis,Nevada,Memphis,0,0.4191366370633457,0,Memphis,-16,-3.2023006116999797,12.797699388300021
2007,Oregon,Winthrop,Oregon,Winthrop,1,0.5723436606479879,1,Oregon,14,2.2496144807353424,11.750385519264658
2007,Winthrop,Oregon,Winthrop,Oregon,0,0.4103194951908729,0,Oregon,-14,-2.0969530793645856,11.903046920635415
2007,S Illinois,Virginia Tech,Southern Illinois,Virginia Tech,1,0.5092766046035122,1,S Illinois,15,0.2681162273790891,14.731883772620911
2007,Virginia Tech,S Illinois,Virginia Tech,Southern Illinois,0,0.49818866292986963,0,S Illinois,-15,0.2370646575664752,15.237064657566474
2007,Tennessee,Virginia,Tennessee,Virginia,1,0.5003344696495564,1,Tennessee,3,-0.1194512304510062,3.119451230451006
2007,Virginia,Tennessee,Virginia,Tennessee,0,0.4574646311855729,0,Tennessee,-3,0.12539784517419766,3.1253978451741977
2007,UNLV,Wisconsin,UNLV,Wisconsin,1,0.4319003176807806,0,Wisconsin,6,-0.9713981437375977,6.971398143737598
2007,Wisconsin,UNLV,Wisconsin,UNLV,0,0.5630877431306466,1,Wisconsin,-6,1.5184025588853192,7.518402558885319
2007,USC,Texas,USC,Texas,1,0.4523300885423977,0,Texas,19,-2.2709466970772554,21.270946697077257
2007,Texas,USC,Texas,USC,0,0.5130614157646753,1,Texas,-19,1.1689949550292014,20.168994955029202
2007,Kansas,S Illinois,Kansas,Southern Illinois,1,0.5593284277189682,1,Kansas,3,0.6368097650330169,2.363190234966983
2007,S Illinois,Kansas,Southern Illinois,Kansas,0,0.43722807065416397,0,Kansas,-3,1.103750165827663,4.1037501658276625
2007,Memphis,Texas A&M,Memphis,Texas A&M,1,0.4641217161093772,0,Texas A&M,1,0.22498248905453241,0.7750175109454676
2007,Texas A&M,Memphis,Texas A&M,Memphis,0,0.5201464520848463,1,Texas A&M,-1,2.4868822403920072,3.4868822403920072
2007,Ohio St,Tennessee,Ohio State,Tennessee,1,0.5858626712869236,1,Ohio St,1,4.124953557018267,3.1249535570182667
2007,Tennessee,Ohio St,Tennessee,Ohio State,0,0.3945738395924803,0,Ohio St,-1,-2.369679784747875,1.3696797847478752
2007,UCLA,Pittsburgh,UCLA,Pittsburgh,1,0.515031965714655,1,UCLA,9,0.06735443923104932,8.93264556076895
2007,Pittsburgh,UCLA,Pittsburgh,UCLA,0,0.4671691785915985,0,UCLA,-9,-1.0519884306272935,7.9480115693727065
2007,Florida,Butler,Florida,Butler,1,0.5558392370278354,1,Florida,8,1.5159526192598318,6.484047380740169
2007,Butler,Florida,Butler,Florida,0,0.43811667253334535,0,Florida,-8,-1.7283422410339258,6.271657758966074
2007,Georgetown,Vanderbilt,Georgetown,Vanderbilt,1,0.5642445324101045,1,Georgetown,1,2.2163724367883773,1.2163724367883773
2007,Vanderbilt,Georgetown,Vanderbilt,Georgetown,0,0.3927233428072189,0,Georgetown,-1,-3.415824158100624,2.415824158100624
2007,North Carolina,USC,North Carolina,USC,1,0.5938650782276488,1,North Carolina,10,1.4491584572010543,8.550841542798945
2007,USC,North Carolina,USC,North Carolina,0,0.3809865139035162,0,North Carolina,-10,-3.943239079988687,6.056760920011313
2007,Oregon,UNLV,Oregon,UNLV,1,0.5294978389968276,1,Oregon,4,0.9326923469382374,3.0673076530617625
2007,UNLV,Oregon,UNLV,Oregon,0,0.4460995770069539,0,Oregon,-4,-0.6674247682464112,3.332575231753589
2007,Ohio St,Memphis,Ohio State,Memphis,1,0.5442779892006803,1,Ohio St,16,0.14432195773143422,15.855678042268567
2007,Memphis,Ohio St,Memphis,Ohio State,0,0.43004724838585406,0,Ohio St,-16,0.33643138224756114,16.33643138224756
2007,UCLA,Kansas,UCLA,Kansas,1,0.4996735383807131,0,Kansas,13,0.5510097695066652,12.448990230493335
2007,Kansas,UCLA,Kansas,UCLA,0,0.4951507118068143,0,UCLA,-13,0.1825113150350082,13.182511315035008
2007,Florida,Oregon,Florida,Oregon,1,0.555609054356718,1,Florida,8,2.8295014490706367,5.170498550929363
2007,Oregon,Florida,Oregon,Florida,0,0.412778795014933,0,Florida,-8,-3.2296324308031648,4.770367569196836
2007,Georgetown,North Carolina,Georgetown,North Carolina,1,0.450133503685905,0,North Carolina,12,-0.7386407257943501,12.738640725794351
2007,North Carolina,Georgetown,North Carolina,Georgetown,0,0.4827407750651491,0,Georgetown,-12,0.4538603109313584,12.453860310931358
2007,Florida,UCLA,Florida,UCLA,1,0.527840702142792,1,Florida,10,1.6437300709816254,8.356269929018374
2007,UCLA,Florida,UCLA,Florida,0,0.46003455508208846,0,Florida,-10,-0.7076388209155774,9.292361179084423
2007,Ohio St,Georgetown,Ohio State,Georgetown,1,0.48878880674635206,0,Georgetown,7,-0.6576886859185862,7.657688685918586
2007,Georgetown,Ohio St,Georgetown,Ohio State,0,0.45543204937732407,0,Ohio St,-7,1.7670612675588935,8.767061267558894
2007,Florida,Ohio St,Florida,Ohio State,1,0.48800988587103145,0,Ohio St,9,3.7635830118834988,5.236416988116501
2007,Ohio St,Florida,Ohio State,Florida,0,0.48648245017928665,0,Florida,-9,-0.5312011248345494,8.46879887516545
2008,Duke,Belmont,Duke,Belmont,1,0.6936544906072446,1,Duke,1,9.967827681920426,8.967827681920426
2008,Belmont,Duke,Belmont,Duke,0,0.29690218771351523,0,Duke,-1,-11.255567307761854,10.255567307761854
2008,Kansas,Portland St,Kansas,Portland State,1,0.7314990232824944,1,Kansas,24,9.760129744533533,14.239870255466467
2008,Portland St,Kansas,Portland State,Kansas,0,0.2497217561839819,0,Kansas,-24,-6.475523050801745,17.524476949198256
2008,Kansas St,USC,Kansas State,USC,1,0.4373497527668928,0,USC,13,-3.952292594347224,16.952292594347224
2008,USC,Kansas St,USC,Kansas State,0,0.5069177582682914,1,USC,-13,1.0318920043624829,14.031892004362483
2008,Marquette,Kentucky,Marquette,Kentucky,1,0.5820856847857634,1,Marquette,8,2.0509928846408516,5.949007115359148
2008,Kentucky,Marquette,Kentucky,Marquette,0,0.3789280971353609,0,Marquette,-8,-4.0947706367284535,3.9052293632715465
2008,Michigan St,Temple,Michigan State,Temple,1,0.5461178554368422,1,Michigan St,11,1.7381549491664783,9.261845050833521
2008,Temple,Michigan St,Temple,Michigan State,0,0.4189403004180771,0,Michigan St,-11,-2.626889214334607,8.373110785665393
2008,Notre Dame,George Mason,Notre Dame,George Mason,1,0.5839536374917774,1,Notre Dame,18,1.2309755740357238,16.769024425964275
2008,George Mason,Notre Dame,George Mason,Notre Dame,0,0.4014562360268288,0,Notre Dame,-18,-0.6430070021296539,17.356992997870346
2008,Pittsburgh,Oral Roberts,Pittsburgh,Oral Roberts,1,0.5860556128414782,1,Pittsburgh,19,1.8781950482685865,17.121804951731413
2008,Oral Roberts,Pittsburgh,Oral Roberts,Pittsburgh,0,0.3745872025757719,0,Pittsburgh,-19,-3.657560273411391,15.342439726588609
2008,Purdue,Baylor,Purdue,Baylor,1,0.5174140909617497,1,Purdue,11,0.7768774191195775,10.223122580880423
2008,Baylor,Purdue,Baylor,Purdue,0,0.4900065276255648,0,Purdue,-11,2.520685019767515,13.520685019767516
2008,Stanford,Cornell,Stanford,Cornell,1,0.6337016535879375,1,Stanford,24,5.478654332510886,18.521345667489115
2008,Cornell,Stanford,Cornell,Stanford,0,0.3469728727824717,0,Stanford,-24,-5.239116519391402,18.760883480608598
2008,Texas A&M,BYU,Texas A&M,BYU,1,0.5335630154542277,1,Texas A&M,5,2.1223030991077363,2.8776969008922637
2008,BYU,Texas A&M,BYU,Texas A&M,0,0.46905162570090114,0,Texas A&M,-5,-1.0450683092968864,3.9549316907031136
2008,UNLV,Kent,UNLV,Kent State,1,0.5220028091481476,1,UNLV,13,-0.2294149437385753,13.229414943738576
2008,Kent,UNLV,Kent State,UNLV,0,0.4652774597126304,0,UNLV,-13,-0.22740594830524744,12.772594051694753
2008,Washington St,Winthrop,Washington State,Winthrop,1,0.6969447246561241,1,Washington St,31,4.937437945688054,26.062562054311947
2008,Winthrop,Washington St,Winthrop,Washington State,0,0.32997702115010924,0,Washington St,-31,-3.9601911033961805,27.03980889660382
2008,West Virginia,Arizona,West Virginia,Arizona,1,0.5055071483362985,1,West Virginia,10,0.381745735976846,9.618254264023154
2008,Arizona,West Virginia,Arizona,West Virginia,0,0.4980433847297074,0,West Virginia,-10,0.4377059871142573,10.437705987114258
2008,Wisconsin,CS Fullerton,Wisconsin,Cal State Fullerton,1,0.644489559656593,1,Wisconsin,15,7.666399861181409,7.333600138818591
2008,CS Fullerton,Wisconsin,Cal State Fullerton,Wisconsin,0,0.35211243787947516,0,Wisconsin,-15,-9.915075735167044,5.0849242648329565
2008,Xavier,Georgia,Xavier,Georgia,1,0.6241892178858017,1,Xavier,12,3.2668724458452827,8.733127554154716
2008,Georgia,Xavier,Georgia,Xavier,0,0.32847929674974913,0,Xavier,-12,-5.420362852710624,6.579637147289376
2008,Arkansas,Indiana,Arkansas,Indiana,1,0.4445796103674966,0,Indiana,14,-1.1529066615481318,15.152906661548132
2008,Indiana,Arkansas,Indiana,Arkansas,0,0.5101749917932491,1,Indiana,-14,0.36737057900550746,14.367370579005508
2008,Butler,South Alabama,Butler,South Alabama,1,0.5853848450176283,1,Butler,20,2.050842736025223,17.949157263974776
2008,South Alabama,Butler,South Alabama,Butler,0,0.40400210176478557,0,Butler,-20,-2.5160803200605053,17.483919679939493
2008,Davidson,Gonzaga,Davidson,Gonzaga,1,0.5345386491670113,1,Davidson,6,0.6108054047011975,5.389194595298802
2008,Gonzaga,Davidson,Gonzaga,Davidson,0,0.47236225907469764,0,Davidson,-6,1.0532742873276197,7.0532742873276195
2008,Georgetown,UMBC,Georgetown,UMBC,1,0.6552484488121522,1,Georgetown,19,6.78283282100193,12.21716717899807
2008,UMBC,Georgetown,UMBC,Georgetown,0,0.3158488340510384,0,Georgetown,-19,-8.62711081929919,10.37288918070081
2008,Louisville,Boise St,Louisville,Boise State,1,0.6708196832713937,1,Louisville,18,6.118082498806636,11.881917501193364
2008,Boise St,Louisville,Boise State,Louisville,0,0.3211524507478495,0,Louisville,-18,0.20142379771408356,18.201423797714085
2008,Memphis,UT Arlington,Memphis,UT Arlington,1,0.7600463941531317,1,Memphis,24,11.048957518625244,12.951042481374756
2008,UT Arlington,Memphis,UT Arlington,Memphis,0,0.2234100671668395,0,Memphis,-24,-9.17885250846362,14.82114749153638
2008,Miami FL,St Mary's CA,Miami,Saint Mary's,1,0.5018000734981105,1,Miami FL,14,-0.23418145178382618,14.234181451783826
2008,St Mary's CA,Miami FL,Saint Mary's,Miami,0,0.45421839305853196,0,Miami FL,-14,-0.2179311992363496,13.78206880076365
2008,Mississippi St,Oregon,Mississippi State,Oregon,1,0.46522134187369135,0,Oregon,7,-2.028018121745718,9.028018121745717
2008,Oregon,Mississippi St,Oregon,Mississippi State,0,0.5001557655482592,1,Oregon,-7,1.1174182940923632,8.117418294092364
2008,North Carolina,Mt St Mary's,North Carolina,Mount St. Mary's,1,0.7373184157278361,1,North Carolina,39,12.254512804008037,26.745487195991963
2008,Mt St Mary's,North Carolina,Mount St. Mary's,North Carolina,0,0.23697505452860848,0,North Carolina,-39,-8.496369300131452,30.50363069986855
2008,Oklahoma,St Joseph's PA,Oklahoma,Saint Joseph's,1,0.4904688717770051,0,St Joseph's PA,8,0.2328287584441019,7.767171241555898
2008,St Joseph's PA,Oklahoma,Saint Joseph's,Oklahoma,0,0.4919008840443218,0,Oklahoma,-8,-0.7321412975940987,7.267858702405901
2008,San Diego,Connecticut,San Diego,UConn,1,0.32896852944736016,0,Connecticut,1,-5.461843379549606,6.461843379549606
2008,Connecticut,San Diego,UConn,San Diego,0,0.6257726519156477,1,Connecticut,-1,2.9699486807241215,3.9699486807241215
2008,Siena,Vanderbilt,Siena,Vanderbilt,1,0.4357735925654982,0,Vanderbilt,21,-0.6022652862885134,21.602265286288514
2008,Vanderbilt,Siena,Vanderbilt,Siena,0,0.5526632606804358,1,Vanderbilt,-21,2.4592369344598546,23.459236934459856
2008,Tennessee,American Univ,Tennessee,American University,1,0.6713354063152115,1,Tennessee,15,3.395938930519117,11.604061069480883
2008,American Univ,Tennessee,American University,Tennessee,0,0.30545530363690265,0,Tennessee,-15,-10.147894559413173,4.852105440586827
2008,Texas,Austin Peay,Texas,Austin Peay,1,0.7203845184361357,1,Texas,20,8.900191153642917,11.099808846357083
2008,Austin Peay,Texas,Austin Peay,Texas,0,0.26890555752510353,0,Texas,-20,-8.272943206687488,11.727056793312512
2008,Villanova,Clemson,Villanova,Clemson,1,0.3951061536258958,0,Clemson,6,-2.4560980391510805,8.45609803915108
2008,Clemson,Villanova,Clemson,Villanova,0,0.5598408015519357,1,Clemson,-6,2.2883697483803056,8.288369748380305
2008,WKU,Drake,Western Kentucky,Drake,1,0.39963881421122377,0,Drake,2,-2.364320328502769,4.364320328502769
2008,Drake,WKU,Drake,Western Kentucky,0,0.5697638516175083,1,Drake,-2,1.6719040157782485,3.6719040157782485
2008,Kansas,UNLV,Kansas,UNLV,1,0.6590893642608614,1,Kansas,19,4.454159595067119,14.545840404932882
2008,UNLV,Kansas,UNLV,Kansas,0,0.34363247197932023,0,Kansas,-19,-6.086209762085703,12.913790237914297
2008,Michigan St,Pittsburgh,Michigan State,Pittsburgh,1,0.46605819558929446,0,Pittsburgh,11,-0.08460423109229306,11.084604231092293
2008,Pittsburgh,Michigan St,Pittsburgh,Michigan State,0,0.4649837487310311,0,Michigan St,-11,-0.6124176678793829,10.387582332120617
2008,Stanford,Marquette,Stanford,Marquette,1,0.4838649608824042,0,Marquette,1,1.501887141866819,0.5018871418668189
2008,Marquette,Stanford,Marquette,Stanford,0,0.46894310271090733,0,Stanford,-1,-0.6319801384111063,0.36801986158889366
2008,UCLA,Texas A&M,UCLA,Texas A&M,1,0.5783186096757645,1,UCLA,2,1.3802354120186833,0.6197645879813167
2008,Texas A&M,UCLA,Texas A&M,UCLA,0,0.4021855118586802,0,UCLA,-2,-1.0503372658660497,0.9496627341339503
2008,Washington St,Notre Dame,Washington State,Notre Dame,1,0.5512908506278629,1,Washington St,20,2.147069703892694,17.852930296107306
2008,Notre Dame,Washington St,Notre Dame,Washington State,0,0.4565344894913699,0,Washington St,-20,-2.987903019998485,17.012096980001516
2008,West Virginia,Duke,West Virginia,Duke,1,0.4468722229039503,0,Duke,6,-2.8175021740928674,8.817502174092867
2008,Duke,West Virginia,Duke,West Virginia,0,0.5545335861457269,1,Duke,-6,2.4500747264370824,8.450074726437082
2008,Wisconsin,Kansas St,Wisconsin,Kansas State,1,0.5662964153565808,1,Wisconsin,17,4.308692198509098,12.691307801490902
2008,Kansas St,Wisconsin,Kansas State,Wisconsin,0,0.3957949587249908,0,Wisconsin,-17,-5.582529272318728,11.417470727681273
2008,Xavier,Purdue,Xavier,Purdue,1,0.5466734222908624,1,Xavier,7,0.5911104365262454,6.408889563473755
2008,Purdue,Xavier,Purdue,Xavier,0,0.4491927647656948,0,Xavier,-7,-1.335560471737277,5.664439528262723
2008,Davidson,Georgetown,Davidson,Georgetown,1,0.4596086540821267,0,Georgetown,4,-1.9034952730573094,5.90349527305731
2008,Georgetown,Davidson,Georgetown,Davidson,0,0.5364463577174514,1,Georgetown,-4,1.5948051148560467,5.5948051148560465
2008,Louisville,Oklahoma,Louisville,Oklahoma,1,0.5806026572613465,1,Louisville,30,2.509928261331741,27.49007173866826
2008,Oklahoma,Louisville,Oklahoma,Louisville,0,0.4071002172520401,0,Louisville,-30,-2.8786667351732267,27.121333264826774
2008,Memphis,Mississippi St,Memphis,Mississippi State,1,0.6105544476306296,1,Memphis,3,1.5206934173610758,1.4793065826389242
2008,Mississippi St,Memphis,Mississippi State,Memphis,0,0.3604322415840099,0,Memphis,-3,-4.062492245162274,1.0624922451622743
2008,North Carolina,Arkansas,North Carolina,Arkansas,1,0.6049298073295377,1,North Carolina,31,3.339467887359064,27.660532112640936
2008,Arkansas,North Carolina,Arkansas,North Carolina,0,0.3400967508122922,0,North Carolina,-31,-5.284248287587026,25.715751712412974
2008,Tennessee,Butler,Tennessee,Butler,1,0.5184795790712736,1,Tennessee,5,0.49198502697933405,4.508014973020666
2008,Butler,Tennessee,Butler,Tennessee,0,0.47941935235719135,0,Tennessee,-5,-0.062210662011308655,4.937789337988692
2008,Texas,Miami FL,Texas,Miami,1,0.5790798843652344,1,Texas,3,2.2999466319121886,0.7000533680878114
2008,Miami FL,Texas,Miami,Texas,0,0.375240920967751,0,Texas,-3,-3.894772978737157,0.8947729787371572
2008,Villanova,Siena,Villanova,Siena,1,0.5162739772098427,1,Villanova,12,3.3291174360909292,8.670882563909071
2008,Siena,Villanova,Siena,Villanova,0,0.46935640513594334,0,Villanova,-12,2.7541952347042935,14.754195234704294
2008,WKU,San Diego,Western Kentucky,San Diego,1,0.5745113425013336,1,WKU,9,1.9567035247558446,7.043296475244155
2008,San Diego,WKU,San Diego,Western Kentucky,0,0.4029002247791123,0,WKU,-9,-4.386782165138467,4.613217834861533
2008,Louisville,Tennessee,Louisville,Tennessee,1,0.5019102581444035,1,Louisville,19,1.1274951389114767,17.872504861088522
2008,Tennessee,Louisville,Tennessee,Louisville,0,0.4764859356687283,0,Louisville,-19,-1.1894460145769703,17.81055398542303
2008,North Carolina,Washington St,North Carolina,Washington State,1,0.5326996473022141,1,North Carolina,21,-2.925821216980984,23.925821216980985
2008,Washington St,North Carolina,Washington State,North Carolina,0,0.46507070598078903,0,North Carolina,-21,0.7590597115167461,21.759059711516745
2008,UCLA,WKU,UCLA,Western Kentucky,1,0.6235756399342285,1,UCLA,10,3.1322489909437174,6.867751009056283
2008,WKU,UCLA,Western Kentucky,UCLA,0,0.35044271364741336,0,UCLA,-10,-4.67997919139889,5.32002080860111
2008,Xavier,West Virginia,Xavier,West Virginia,1,0.5129812477632448,1,Xavier,4,-0.10685021450379661,4.106850214503797
2008,West Virginia,Xavier,West Virginia,Xavier,0,0.4753356487678563,0,Xavier,-4,-0.7800328377674784,3.2199671622325217
2008,Davidson,Wisconsin,Davidson,Wisconsin,1,0.47821604240148186,0,Wisconsin,17,-0.879220443714205,17.879220443714203
2008,Wisconsin,Davidson,Wisconsin,Davidson,0,0.5350391238183223,1,Wisconsin,-17,0.8737342923162635,17.873734292316264
2008,Kansas,Villanova,Kansas,Villanova,1,0.6746866101514404,1,Kansas,15,5.443616693774003,9.556383306225996
2008,Villanova,Kansas,Villanova,Kansas,0,0.3070738477641477,0,Kansas,-15,-7.015649180999478,7.984350819000522
2008,Memphis,Michigan St,Memphis,Michigan State,1,0.563245311001789,1,Memphis,18,1.6608975720944157,16.339102427905583
2008,Michigan St,Memphis,Michigan State,Memphis,0,0.39452703831348884,0,Memphis,-18,-3.148757686139259,14.851242313860741
2008,Texas,Stanford,Texas,Stanford,1,0.5255904024944905,1,Texas,20,0.6951322352572351,19.304867764742767
2008,Stanford,Texas,Stanford,Texas,0,0.42653874138054726,0,Texas,-20,-0.3141413303979134,19.685858669602087
2008,North Carolina,Louisville,North Carolina,Louisville,1,0.5223230165360306,1,North Carolina,10,-4.217964124896454,14.217964124896454
2008,Louisville,North Carolina,Louisville,North Carolina,0,0.44419202098925104,0,North Carolina,-10,-1.9731567700045995,8.0268432299954
2008,UCLA,Xavier,UCLA,Xavier,1,0.535253197055165,1,UCLA,19,1.1006374180068434,17.899362581993156
2008,Xavier,UCLA,Xavier,UCLA,0,0.437983640498549,0,UCLA,-19,-0.010942994566008026,18.98905700543399
2008,Kansas,Davidson,Kansas,Davidson,1,0.6058059486216064,1,Kansas,2,2.453119233915362,0.4531192339153618
2008,Davidson,Kansas,Davidson,Kansas,0,0.4035400168813048,0,Kansas,-2,-2.296471998492112,0.29647199849211203
2008,Memphis,Texas,Memphis,Texas,1,0.5100854617573802,1,Memphis,18,0.8316403611341171,17.168359638865883
2008,Texas,Memphis,Texas,Memphis,0,0.46412275302347533,0,Memphis,-18,-0.30334432955365503,17.696655670446344
2008,Kansas,North Carolina,Kansas,North Carolina,1,0.5194629302257604,1,Kansas,18,1.5506791116569763,16.449320888343024
2008,North Carolina,Kansas,North Carolina,Kansas,0,0.44458076216590725,0,Kansas,-18,-1.6238165697787856,16.376183430221214
2008,Memphis,UCLA,Memphis,UCLA,1,0.50932441381493,1,Memphis,15,1.84008269796539,13.15991730203461
2008,UCLA,Memphis,UCLA,Memphis,0,0.474498608705167,0,Memphis,-15,-0.03228548347000554,14.967714516529995
2008,Kansas,Memphis,Kansas,Memphis,1,0.5200928268051733,1,Kansas,7,3.986144556740394,3.013855443259606
2008,Memphis,Kansas,Memphis,Kansas,0,0.4661118434314151,0,Kansas,-7,-0.15220038859951326,6.847799611400487
2009,Morehead St,Alabama St,Morehead State,Alabama State,1,0.47097779576590476,0,Alabama St,15,1.1965116647568417,13.80348833524316
2009,Alabama St,Morehead St,Alabama State,Morehead State,0,0.46679784909209426,0,Morehead St,-15,-0.6975252905946242,14.302474709405375
2009,Connecticut,Chattanooga,UConn,Chattanooga,1,0.7365681628042895,1,Connecticut,56,12.014867731763243,43.985132268236754
2009,Chattanooga,Connecticut,Chattanooga,UConn,0,0.2216555418654734,0,Connecticut,-56,-6.019265511240897,49.980734488759104
2009,Duke,Binghamton,Duke,Binghamton,1,0.6977635403834174,1,Duke,24,9.049162624436573,14.950837375563427
2009,Binghamton,Duke,Binghamton,Duke,0,0.27790231080917144,0,Duke,-24,-9.441956051091791,14.558043948908209
2009,Gonzaga,Akron,Gonzaga,Akron,1,0.6709952361811308,1,Gonzaga,13,3.9140839551466042,9.085916044853395
2009,Akron,Gonzaga,Akron,Gonzaga,0,0.3229595735627456,0,Gonzaga,-13,-4.712629004821478,8.287370995178522
2009,LSU,Butler,LSU,Butler,1,0.4893474121332855,0,Butler,4,-0.29283990455967085,4.292839904559671
2009,Butler,LSU,Butler,LSU,0,0.4930621682663768,0,LSU,-4,0.1516085129794742,4.151608512979474
2009,Maryland,California,Maryland,California,1,0.43959195935556983,0,California,13,-1.91501437665036,14.91501437665036
2009,California,Maryland,California,Maryland,0,0.531437846443667,1,California,-13,0.9827301439473379,13.982730143947338
2009,Michigan,Clemson,Michigan,Clemson,1,0.4542810627863456,0,Clemson,3,-0.1430926985729725,3.1430926985729726
2009,Clemson,Michigan,Clemson,Michigan,0,0.5125050544463675,1,Clemson,-3,1.336776846600163,4.336776846600163
2009,North Carolina,Radford,North Carolina,Radford,1,0.7537694942887843,1,North Carolina,43,10.56859457948629,32.43140542051371
2009,Radford,North Carolina,Radford,North Carolina,0,0.2125151084852582,0,North Carolina,-43,-7.5345647583474475,35.46543524165255
2009,Purdue,Northern Iowa,Purdue,Northern Iowa,1,0.61550674585564,1,Purdue,5,2.585095229928575,2.414904770071425
2009,Northern Iowa,Purdue,Northern Iowa,Purdue,0,0.40707693559396907,0,Purdue,-5,-1.5334421816995747,3.4665578183004255
2009,Texas,Minnesota,Texas,Minnesota,1,0.5186105989632136,1,Texas,14,0.9592966822202015,13.040703317779798
2009,Minnesota,Texas,Minnesota,Texas,0,0.42747722999387466,0,Texas,-14,-1.3036839520840566,12.696316047915943
2009,Texas A&M,BYU,Texas A&M,BYU,1,0.46155227562272727,0,BYU,13,-0.6174296972775909,13.617429697277592
2009,BYU,Texas A&M,BYU,Texas A&M,0,0.551838991669307,1,BYU,-13,0.624396598207245,13.624396598207245
2009,UCLA,VCU,UCLA,VCU,1,0.5811595584919919,1,UCLA,1,1.2997298113423457,0.29972981134234566
2009,VCU,UCLA,VCU,UCLA,0,0.4066246162614435,0,UCLA,-1,-3.0176887628080435,2.0176887628080435
2009,Villanova,American Univ,Villanova,American University,1,0.6627424850266161,1,Villanova,13,3.095042624202294,9.904957375797705
2009,American Univ,Villanova,American University,Villanova,0,0.32931419118686056,0,Villanova,-13,-4.542300846673216,8.457699153326784
2009,WKU,Illinois,Western Kentucky,Illinois,1,0.39387219946613555,0,Illinois,4,-3.8953751205287377,7.895375120528738
2009,Illinois,WKU,Illinois,Western Kentucky,0,0.5869322201060053,1,Illinois,-4,2.307311050191763,6.307311050191763
